"","value","count","lc20_bps_220","lc24_s_cla_250","s_usa_polygon_to_raster","bps_model","bps_name","groupveg","fri_replac","fri_mixed","fri_surfac","fri_allfir","label","region","forestname","raw_acres"
"661",8904,137118,1586,4,51,"14940_41_50_51","Laurentian-Acadian Shrub-Herbaceous Wetland Systems","Riparian",18,0,0,18,"D",9,"Chequamegon-Nicolet National Forest",30494
"662",8905,95472,1586,6,51,"14940_41_50_51","Laurentian-Acadian Shrub-Herbaceous Wetland Systems","Riparian",18,0,0,18,"UN",9,"Chequamegon-Nicolet National Forest",21232
"663",8906,776,1561,1,51,"13022_41_50_51","Laurentian-Acadian Northern Hardwoods Forest-Hemlock","Hardwood",2040,0,0,2040,"A",9,"Chequamegon-Nicolet National Forest",173
"664",8907,199223,1562,3,51,"13022_41_50_51","Laurentian-Acadian Northern Hardwoods Forest-Hemlock","Hardwood",2040,0,0,2040,"C",9,"Chequamegon-Nicolet National Forest",44306
"665",8908,3057,1568,1,51,"13651_40_41_50","Boreal White Spruce-Fir-Hardwood Forest-Inland","Conifer",250,1468,0,213,"A",9,"Chequamegon-Nicolet National Forest",680
"666",8909,5307,1568,7,51,"13651_40_41_50","Boreal White Spruce-Fir-Hardwood Forest-Inland","Conifer",250,1468,0,213,"UE",9,"Chequamegon-Nicolet National Forest",1180
"667",8910,7934,1586,2,51,"14940_41_50_51","Laurentian-Acadian Shrub-Herbaceous Wetland Systems","Riparian",18,0,0,18,"B",9,"Chequamegon-Nicolet National Forest",1764
"668",8911,1186,1586,7,51,"14940_41_50_51","Laurentian-Acadian Shrub-Herbaceous Wetland Systems","Riparian",18,0,0,18,"UE",9,"Chequamegon-Nicolet National Forest",264
"669",8912,1244,1586,3,51,"14940_41_50_51","Laurentian-Acadian Shrub-Herbaceous Wetland Systems","Riparian",18,0,0,18,"C",9,"Chequamegon-Nicolet National Forest",277
"670",8913,1134,1586,120,51,"14940_41_50_51","Laurentian-Acadian Shrub-Herbaceous Wetland Systems","Riparian",18,0,0,18,"Developed",9,"Chequamegon-Nicolet National Forest",252
"671",8914,10,1586,1,51,"14940_41_50_51","Laurentian-Acadian Shrub-Herbaceous Wetland Systems","Riparian",18,0,0,18,"A",9,"Chequamegon-Nicolet National Forest",2
"672",8915,16046,2726,120,51,"13622_41_50","Laurentian-Acadian Northern Pine(-Oak) Forest-Pine Dominated","Hardwood-Conifer",230,0,40,34,"Developed",9,"Chequamegon-Nicolet National Forest",3569
"673",8916,2925,1583,7,51,"14810_41_50_51_63","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","Riparian",989,0,0,989,"UE",9,"Chequamegon-Nicolet National Forest",651
"674",8917,7317,2726,5,51,"13622_41_50","Laurentian-Acadian Northern Pine(-Oak) Forest-Pine Dominated","Hardwood-Conifer",230,0,40,34,"E",9,"Chequamegon-Nicolet National Forest",1627
"675",8918,28838,2726,7,51,"13622_41_50","Laurentian-Acadian Northern Pine(-Oak) Forest-Pine Dominated","Hardwood-Conifer",230,0,40,34,"UE",9,"Chequamegon-Nicolet National Forest",6413
"676",8919,73,1633,120,40,"14440_41_50_51","Eastern Boreal Floodplain","Hardwood",0,581,312,203,"Developed",9,"Ottawa National Forest",16
"677",8920,82,1633,7,40,"14440_41_50_51","Eastern Boreal Floodplain","Hardwood",0,581,312,203,"UE",9,"Ottawa National Forest",18
"678",8921,13,1640,6,40,"14920_41_50_51_52_63","Great Lakes Coastal Marsh Systems","Riparian",0,0,0,0,"UN",9,"Ottawa National Forest",3
"679",8922,123,1633,2,40,"14440_41_50_51","Eastern Boreal Floodplain","Hardwood",0,581,312,203,"B",9,"Ottawa National Forest",27
"680",8923,18,1641,4,40,"14940_41_50_51","Laurentian-Acadian Shrub-Herbaceous Wetland Systems","Riparian",18,0,0,18,"D",9,"Ottawa National Forest",4
"681",8924,11,31,132,40,"0","Barren-Rock/Sand/Clay","Barren-Rock/Sand/Clay",0,0,0,0,"Barren or Sparse",9,"Ottawa National Forest",2
"682",8925,8,1640,7,40,"14920_41_50_51_52_63","Great Lakes Coastal Marsh Systems","Riparian",0,0,0,0,"UE",9,"Ottawa National Forest",2
"683",8926,1,1640,120,40,"14920_41_50_51_52_63","Great Lakes Coastal Marsh Systems","Riparian",0,0,0,0,"Developed",9,"Ottawa National Forest",0
"684",8927,1661,1561,180,40,"13022_41_50_51","Laurentian-Acadian Northern Hardwoods Forest-Hemlock","Hardwood",2040,0,0,2040,"Agriculture",9,"Ottawa National Forest",369
"685",8928,37240,1561,6,40,"13022_41_50_51","Laurentian-Acadian Northern Hardwoods Forest-Hemlock","Hardwood",2040,0,0,2040,"UN",9,"Ottawa National Forest",8282
"686",8929,991,1562,180,40,"13022_41_50_51","Laurentian-Acadian Northern Hardwoods Forest-Hemlock","Hardwood",2040,0,0,2040,"Agriculture",9,"Ottawa National Forest",220
"687",8930,305798,1562,5,40,"13022_41_50_51","Laurentian-Acadian Northern Hardwoods Forest-Hemlock","Hardwood",2040,0,0,2040,"E",9,"Ottawa National Forest",68008
"688",8931,224219,1562,3,40,"13022_41_50_51","Laurentian-Acadian Northern Hardwoods Forest-Hemlock","Hardwood",2040,0,0,2040,"C",9,"Ottawa National Forest",49865
"689",8932,11697,1561,7,40,"13022_41_50_51","Laurentian-Acadian Northern Hardwoods Forest-Hemlock","Hardwood",2040,0,0,2040,"UE",9,"Ottawa National Forest",2601
"690",8933,369743,1561,5,40,"13022_41_50_51","Laurentian-Acadian Northern Hardwoods Forest-Hemlock","Hardwood",2040,0,0,2040,"E",9,"Ottawa National Forest",82229
"691",8934,298828,1561,3,40,"13022_41_50_51","Laurentian-Acadian Northern Hardwoods Forest-Hemlock","Hardwood",2040,0,0,2040,"C",9,"Ottawa National Forest",66458
"692",8935,5242,1581,6,40,"14770_40_41_50_51","Boreal Acidic Peatland Systems","Riparian",716,0,123,105,"UN",9,"Ottawa National Forest",1166
"693",8936,5443,1562,2,40,"13022_41_50_51","Laurentian-Acadian Northern Hardwoods Forest-Hemlock","Hardwood",2040,0,0,2040,"B",9,"Ottawa National Forest",1210
"694",8937,12336,2726,4,40,"13622_41_50","Laurentian-Acadian Northern Pine(-Oak) Forest-Pine Dominated","Hardwood-Conifer",230,0,40,34,"D",9,"Ottawa National Forest",2743
"695",8938,354,1562,1,40,"13022_41_50_51","Laurentian-Acadian Northern Hardwoods Forest-Hemlock","Hardwood",2040,0,0,2040,"A",9,"Ottawa National Forest",79
"696",8939,39341,1562,6,40,"13022_41_50_51","Laurentian-Acadian Northern Hardwoods Forest-Hemlock","Hardwood",2040,0,0,2040,"UN",9,"Ottawa National Forest",8749
"697",8940,8332,1581,120,40,"14770_40_41_50_51","Boreal Acidic Peatland Systems","Riparian",716,0,123,105,"Developed",9,"Ottawa National Forest",1853
"698",8941,32841,1561,120,40,"13022_41_50_51","Laurentian-Acadian Northern Hardwoods Forest-Hemlock","Hardwood",2040,0,0,2040,"Developed",9,"Ottawa National Forest",7304
"699",8942,6873,1562,7,40,"13022_41_50_51","Laurentian-Acadian Northern Hardwoods Forest-Hemlock","Hardwood",2040,0,0,2040,"UE",9,"Ottawa National Forest",1529
"700",8943,16524,2726,2,40,"13622_41_50","Laurentian-Acadian Northern Pine(-Oak) Forest-Pine Dominated","Hardwood-Conifer",230,0,40,34,"B",9,"Ottawa National Forest",3675
"701",8944,9089,2726,5,40,"13622_41_50","Laurentian-Acadian Northern Pine(-Oak) Forest-Pine Dominated","Hardwood-Conifer",230,0,40,34,"E",9,"Ottawa National Forest",2021
"702",8945,259605,1581,4,40,"14770_40_41_50_51","Boreal Acidic Peatland Systems","Riparian",716,0,123,105,"D",9,"Ottawa National Forest",57735
"703",8946,40091,1583,3,40,"14810_41_50_51_63","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","Riparian",989,0,0,989,"C",9,"Ottawa National Forest",8916
"704",8947,31323,1562,120,40,"13022_41_50_51","Laurentian-Acadian Northern Hardwoods Forest-Hemlock","Hardwood",2040,0,0,2040,"Developed",9,"Ottawa National Forest",6966
"705",8948,99952,1583,4,40,"14810_41_50_51_63","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","Riparian",989,0,0,989,"D",9,"Ottawa National Forest",22229
"706",8949,6040,1581,7,40,"14770_40_41_50_51","Boreal Acidic Peatland Systems","Riparian",716,0,123,105,"UE",9,"Ottawa National Forest",1343
"707",8950,6015,1561,2,40,"13022_41_50_51","Laurentian-Acadian Northern Hardwoods Forest-Hemlock","Hardwood",2040,0,0,2040,"B",9,"Ottawa National Forest",1338
"708",8951,9911,1581,2,40,"14770_40_41_50_51","Boreal Acidic Peatland Systems","Riparian",716,0,123,105,"B",9,"Ottawa National Forest",2204
"709",8952,109,1581,180,40,"14770_40_41_50_51","Boreal Acidic Peatland Systems","Riparian",716,0,123,105,"Agriculture",9,"Ottawa National Forest",24
"710",8953,2223,1583,120,40,"14810_41_50_51_63","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","Riparian",989,0,0,989,"Developed",9,"Ottawa National Forest",494
"711",8954,55844,1581,3,40,"14770_40_41_50_51","Boreal Acidic Peatland Systems","Riparian",716,0,123,105,"C",9,"Ottawa National Forest",12419
"712",8955,1779,1583,2,40,"14810_41_50_51_63","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","Riparian",989,0,0,989,"B",9,"Ottawa National Forest",396
"713",8956,1002,1583,7,40,"14810_41_50_51_63","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","Riparian",989,0,0,989,"UE",9,"Ottawa National Forest",223
"714",8957,8,1583,180,40,"14810_41_50_51_63","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","Riparian",989,0,0,989,"Agriculture",9,"Ottawa National Forest",2
"715",8958,2484,1583,1,40,"14810_41_50_51_63","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","Riparian",989,0,0,989,"A",9,"Ottawa National Forest",552
"716",8959,8164,1581,1,40,"14770_40_41_50_51","Boreal Acidic Peatland Systems","Riparian",716,0,123,105,"A",9,"Ottawa National Forest",1816
"717",8960,7670,1577,3,40,"14440_41_50_51","Eastern Boreal Floodplain","Hardwood",0,581,312,203,"C",9,"Ottawa National Forest",1706
"718",8961,333,1577,4,40,"14440_41_50_51","Eastern Boreal Floodplain","Hardwood",0,581,312,203,"D",9,"Ottawa National Forest",74
"719",8962,182,1577,120,40,"14440_41_50_51","Eastern Boreal Floodplain","Hardwood",0,581,312,203,"Developed",9,"Ottawa National Forest",40
"720",8963,2,1577,180,40,"14440_41_50_51","Eastern Boreal Floodplain","Hardwood",0,581,312,203,"Agriculture",9,"Ottawa National Forest",0
"721",8964,469,1577,6,40,"14440_41_50_51","Eastern Boreal Floodplain","Hardwood",0,581,312,203,"UN",9,"Ottawa National Forest",104
"722",8965,12,1577,7,40,"14440_41_50_51","Eastern Boreal Floodplain","Hardwood",0,581,312,203,"UE",9,"Ottawa National Forest",3
"723",8966,2800,1568,4,40,"13651_40_41_50","Boreal White Spruce-Fir-Hardwood Forest-Inland","Conifer",250,1468,0,213,"D",9,"Ottawa National Forest",623
"724",8967,358,1561,1,40,"13022_41_50_51","Laurentian-Acadian Northern Hardwoods Forest-Hemlock","Hardwood",2040,0,0,2040,"A",9,"Ottawa National Forest",80
"725",8968,16,1577,1,40,"14440_41_50_51","Eastern Boreal Floodplain","Hardwood",0,581,312,203,"A",9,"Ottawa National Forest",4
"726",8969,1667,1576,6,40,"14210_31_38_42_43_44_50_51","Central Tallgrass Prairie","Grassland",4,0,0,4,"UN",9,"Ottawa National Forest",371
"727",8970,152,1576,120,40,"14210_31_38_42_43_44_50_51","Central Tallgrass Prairie","Grassland",4,0,0,4,"Developed",9,"Ottawa National Forest",34
"728",8971,1,1576,3,40,"14210_31_38_42_43_44_50_51","Central Tallgrass Prairie","Grassland",4,0,0,4,"C",9,"Ottawa National Forest",0
"729",8972,4,1576,180,40,"14210_31_38_42_43_44_50_51","Central Tallgrass Prairie","Grassland",4,0,0,4,"Agriculture",9,"Ottawa National Forest",1
"730",8973,8,1576,7,40,"14210_31_38_42_43_44_50_51","Central Tallgrass Prairie","Grassland",4,0,0,4,"UE",9,"Ottawa National Forest",2
"731",8974,9,1577,2,40,"14440_41_50_51","Eastern Boreal Floodplain","Hardwood",0,581,312,203,"B",9,"Ottawa National Forest",2
"732",8975,28,1581,5,40,"14770_40_41_50_51","Boreal Acidic Peatland Systems","Riparian",716,0,123,105,"E",9,"Ottawa National Forest",6
"733",8976,19586,1586,4,40,"14940_41_50_51","Laurentian-Acadian Shrub-Herbaceous Wetland Systems","Riparian",18,0,0,18,"D",9,"Ottawa National Forest",4356
"734",8977,5937,1586,6,40,"14940_41_50_51","Laurentian-Acadian Shrub-Herbaceous Wetland Systems","Riparian",18,0,0,18,"UN",9,"Ottawa National Forest",1320
"735",8978,279,1568,120,40,"13651_40_41_50","Boreal White Spruce-Fir-Hardwood Forest-Inland","Conifer",250,1468,0,213,"Developed",9,"Ottawa National Forest",62
"736",8979,4542,1569,4,40,"13660_50","Laurentian-Acadian Pine-Hemlock-Hardwood Forest","Hardwood-Conifer",483,1018,291,154,"D",9,"Ottawa National Forest",1010
"737",8980,32,1568,1,40,"13651_40_41_50","Boreal White Spruce-Fir-Hardwood Forest-Inland","Conifer",250,1468,0,213,"A",9,"Ottawa National Forest",7
"738",8981,595,1586,2,40,"14940_41_50_51","Laurentian-Acadian Shrub-Herbaceous Wetland Systems","Riparian",18,0,0,18,"B",9,"Ottawa National Forest",132
"739",8982,518,1586,120,40,"14940_41_50_51","Laurentian-Acadian Shrub-Herbaceous Wetland Systems","Riparian",18,0,0,18,"Developed",9,"Ottawa National Forest",115
"740",8983,850,1569,120,40,"13660_50","Laurentian-Acadian Pine-Hemlock-Hardwood Forest","Hardwood-Conifer",483,1018,291,154,"Developed",9,"Ottawa National Forest",189
"741",8984,1354,1575,6,40,"14120_39_40_41_42_43_50_51","North-Central Interior Sand and Gravel Tallgrass Prairie","Grassland",4,0,87,3,"UN",9,"Ottawa National Forest",301
"742",8985,26257,1562,180,51,"13022_41_50_51","Laurentian-Acadian Northern Hardwoods Forest-Hemlock","Hardwood",2040,0,0,2040,"Agriculture",9,"Chequamegon-Nicolet National Forest",5839
"743",8986,146,1577,3,51,"14440_41_50_51","Eastern Boreal Floodplain","Hardwood",0,581,312,203,"C",9,"Chequamegon-Nicolet National Forest",32
"744",8987,1,1577,180,51,"14440_41_50_51","Eastern Boreal Floodplain","Hardwood",0,581,312,203,"Agriculture",9,"Chequamegon-Nicolet National Forest",0
"745",8988,2,1577,7,51,"14440_41_50_51","Eastern Boreal Floodplain","Hardwood",0,581,312,203,"UE",9,"Chequamegon-Nicolet National Forest",0
"746",8989,422,1568,180,51,"13651_40_41_50","Boreal White Spruce-Fir-Hardwood Forest-Inland","Conifer",250,1468,0,213,"Agriculture",9,"Chequamegon-Nicolet National Forest",94
"747",8990,3756,1569,180,51,"13660_50","Laurentian-Acadian Pine-Hemlock-Hardwood Forest","Hardwood-Conifer",483,1018,291,154,"Agriculture",9,"Chequamegon-Nicolet National Forest",835
"748",8991,1230,1581,180,51,"14770_40_41_50_51","Boreal Acidic Peatland Systems","Riparian",716,0,123,105,"Agriculture",9,"Chequamegon-Nicolet National Forest",274
"749",8992,10913,1561,180,51,"13022_41_50_51","Laurentian-Acadian Northern Hardwoods Forest-Hemlock","Hardwood",2040,0,0,2040,"Agriculture",9,"Chequamegon-Nicolet National Forest",2427
"750",8993,233,1568,2,51,"13651_40_41_50","Boreal White Spruce-Fir-Hardwood Forest-Inland","Conifer",250,1468,0,213,"B",9,"Chequamegon-Nicolet National Forest",52
"751",8994,19,1616,1,40,"13023_51","Laurentian-Acadian Northern Hardwoods Forest-Northern Sugar Maple-Basswood","Hardwood",1016,0,0,1016,"A",9,"Ottawa National Forest",4
"752",8995,18,1621,180,40,"13442_51","Boreal Jack Pine-Black Spruce Forest-Spruce-Fir","Conifer",112,0,0,112,"Agriculture",9,"Ottawa National Forest",4
"753",8996,67,1620,180,40,"13441_51","Boreal Jack Pine-Black Spruce Forest-Pine Barrens","Conifer",34,64,7,5,"Agriculture",9,"Ottawa National Forest",15
"754",8997,35,1624,1,40,"13652_51","Boreal White Spruce-Fir-Hardwood Forest-Coastal","Conifer",872,1306,0,523,"A",9,"Ottawa National Forest",8
"755",8998,321,1624,3,40,"13652_51","Boreal White Spruce-Fir-Hardwood Forest-Coastal","Conifer",872,1306,0,523,"C",9,"Ottawa National Forest",71
"756",8999,2828,1614,180,40,"13022_41_50_51","Laurentian-Acadian Northern Hardwoods Forest-Hemlock","Hardwood",2040,0,0,2040,"Agriculture",9,"Ottawa National Forest",629
"757",9000,90,1628,120,40,"14071_41_50_51","Laurentian Pine-Oak Barrens","Hardwood-Conifer",109,75,5,4,"Developed",9,"Ottawa National Forest",20
"758",9001,5,1615,132,40,"13022_41_50_51","Laurentian-Acadian Northern Hardwoods Forest-Hemlock","Hardwood",2040,0,0,2040,"Barren or Sparse",9,"Ottawa National Forest",1
"759",9002,1422,1628,5,40,"14071_41_50_51","Laurentian Pine-Oak Barrens","Hardwood-Conifer",109,75,5,4,"E",9,"Ottawa National Forest",316
"760",9003,422,1628,4,40,"14071_41_50_51","Laurentian Pine-Oak Barrens","Hardwood-Conifer",109,75,5,4,"D",9,"Ottawa National Forest",94
"761",9004,234,1628,7,40,"14071_41_50_51","Laurentian Pine-Oak Barrens","Hardwood-Conifer",109,75,5,4,"UE",9,"Ottawa National Forest",52
"762",9005,559,1620,2,40,"13441_51","Boreal Jack Pine-Black Spruce Forest-Pine Barrens","Conifer",34,64,7,5,"B",9,"Ottawa National Forest",124
"763",9006,4,1641,2,40,"14940_41_50_51","Laurentian-Acadian Shrub-Herbaceous Wetland Systems","Riparian",18,0,0,18,"B",9,"Ottawa National Forest",1
"764",9007,1317,1622,180,40,"13620_51_63_64_65_66","Laurentian-Acadian Northern Pine(-Oak) Forest","Hardwood-Conifer",309,447,65,48,"Agriculture",9,"Ottawa National Forest",293
"765",9008,31,1628,1,40,"14071_41_50_51","Laurentian Pine-Oak Barrens","Hardwood-Conifer",109,75,5,4,"A",9,"Ottawa National Forest",7
"766",9009,32,1628,3,40,"14071_41_50_51","Laurentian Pine-Oak Barrens","Hardwood-Conifer",109,75,5,4,"C",9,"Ottawa National Forest",7
"767",9010,6,1641,7,40,"14940_41_50_51","Laurentian-Acadian Shrub-Herbaceous Wetland Systems","Riparian",18,0,0,18,"UE",9,"Ottawa National Forest",1
"768",9011,2,1628,180,40,"14071_41_50_51","Laurentian Pine-Oak Barrens","Hardwood-Conifer",109,75,5,4,"Agriculture",9,"Ottawa National Forest",0
"769",9012,6977,1580,3,40,"14750_41_50_51_63_64_65_66","Laurentian-Acadian Floodplain Systems","Riparian",0,435,68,59,"C",9,"Ottawa National Forest",1552
"770",9013,8231,1580,6,40,"14750_41_50_51_63_64_65_66","Laurentian-Acadian Floodplain Systems","Riparian",0,435,68,59,"UN",9,"Ottawa National Forest",1831
"771",9014,242,1586,7,40,"14940_41_50_51","Laurentian-Acadian Shrub-Herbaceous Wetland Systems","Riparian",18,0,0,18,"UE",9,"Ottawa National Forest",54
"772",9015,40,1568,3,40,"13651_40_41_50","Boreal White Spruce-Fir-Hardwood Forest-Inland","Conifer",250,1468,0,213,"C",9,"Ottawa National Forest",9
"773",9016,8,1581,132,40,"14770_40_41_50_51","Boreal Acidic Peatland Systems","Riparian",716,0,123,105,"Barren or Sparse",9,"Ottawa National Forest",2
"774",9017,37,1562,132,40,"13022_41_50_51","Laurentian-Acadian Northern Hardwoods Forest-Hemlock","Hardwood",2040,0,0,2040,"Barren or Sparse",9,"Ottawa National Forest",8
"775",9018,1,1639,132,40,"14810_41_50_51_63","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","Riparian",989,0,0,989,"Barren or Sparse",9,"Ottawa National Forest",0
"776",9019,568,2726,6,40,"13622_41_50","Laurentian-Acadian Northern Pine(-Oak) Forest-Pine Dominated","Hardwood-Conifer",230,0,40,34,"UN",9,"Ottawa National Forest",126
"777",9020,4818,2726,120,40,"13622_41_50","Laurentian-Acadian Northern Pine(-Oak) Forest-Pine Dominated","Hardwood-Conifer",230,0,40,34,"Developed",9,"Ottawa National Forest",1071
"778",9021,203,1580,120,40,"14750_41_50_51_63_64_65_66","Laurentian-Acadian Floodplain Systems","Riparian",0,435,68,59,"Developed",9,"Ottawa National Forest",45
"779",9022,1029,1580,2,40,"14750_41_50_51_63_64_65_66","Laurentian-Acadian Floodplain Systems","Riparian",0,435,68,59,"B",9,"Ottawa National Forest",229
"780",9023,3,1628,6,40,"14071_41_50_51","Laurentian Pine-Oak Barrens","Hardwood-Conifer",109,75,5,4,"UN",9,"Ottawa National Forest",1
"781",9024,6,1576,1,40,"14210_31_38_42_43_44_50_51","Central Tallgrass Prairie","Grassland",4,0,0,4,"A",9,"Ottawa National Forest",1
"782",9025,163,1575,120,40,"14120_39_40_41_42_43_50_51","North-Central Interior Sand and Gravel Tallgrass Prairie","Grassland",4,0,87,3,"Developed",9,"Ottawa National Forest",36
"783",9026,21,1575,7,40,"14120_39_40_41_42_43_50_51","North-Central Interior Sand and Gravel Tallgrass Prairie","Grassland",4,0,87,3,"UE",9,"Ottawa National Forest",5
"784",9027,2,1568,180,40,"13651_40_41_50","Boreal White Spruce-Fir-Hardwood Forest-Inland","Conifer",250,1468,0,213,"Agriculture",9,"Ottawa National Forest",0
"785",9028,1005,2726,1,40,"13622_41_50","Laurentian-Acadian Northern Pine(-Oak) Forest-Pine Dominated","Hardwood-Conifer",230,0,40,34,"A",9,"Ottawa National Forest",224
"786",9029,37,1568,7,40,"13651_40_41_50","Boreal White Spruce-Fir-Hardwood Forest-Inland","Conifer",250,1468,0,213,"UE",9,"Ottawa National Forest",8
"787",9030,244,1580,7,40,"14750_41_50_51_63_64_65_66","Laurentian-Acadian Floodplain Systems","Riparian",0,435,68,59,"UE",9,"Ottawa National Forest",54
"788",9031,61,1569,3,40,"13660_50","Laurentian-Acadian Pine-Hemlock-Hardwood Forest","Hardwood-Conifer",483,1018,291,154,"C",9,"Ottawa National Forest",14
"789",9032,23,1575,2,40,"14120_39_40_41_42_43_50_51","North-Central Interior Sand and Gravel Tallgrass Prairie","Grassland",4,0,87,3,"B",9,"Ottawa National Forest",5
"790",9033,4,1575,1,40,"14120_39_40_41_42_43_50_51","North-Central Interior Sand and Gravel Tallgrass Prairie","Grassland",4,0,87,3,"A",9,"Ottawa National Forest",1
"791",9034,354,1569,7,40,"13660_50","Laurentian-Acadian Pine-Hemlock-Hardwood Forest","Hardwood-Conifer",483,1018,291,154,"UE",9,"Ottawa National Forest",79
"792",9035,5615,2726,7,40,"13622_41_50","Laurentian-Acadian Northern Pine(-Oak) Forest-Pine Dominated","Hardwood-Conifer",230,0,40,34,"UE",9,"Ottawa National Forest",1249
"793",9036,25,1586,3,40,"14940_41_50_51","Laurentian-Acadian Shrub-Herbaceous Wetland Systems","Riparian",18,0,0,18,"C",9,"Ottawa National Forest",6
"794",9037,163,1569,2,40,"13660_50","Laurentian-Acadian Pine-Hemlock-Hardwood Forest","Hardwood-Conifer",483,1018,291,154,"B",9,"Ottawa National Forest",36
"795",9038,2,1569,132,40,"13660_50","Laurentian-Acadian Pine-Hemlock-Hardwood Forest","Hardwood-Conifer",483,1018,291,154,"Barren or Sparse",9,"Ottawa National Forest",0
"796",9039,27,1569,1,40,"13660_50","Laurentian-Acadian Pine-Hemlock-Hardwood Forest","Hardwood-Conifer",483,1018,291,154,"A",9,"Ottawa National Forest",6
"797",9040,4,1569,180,40,"13660_50","Laurentian-Acadian Pine-Hemlock-Hardwood Forest","Hardwood-Conifer",483,1018,291,154,"Agriculture",9,"Ottawa National Forest",1
"798",9041,10,1586,180,40,"14940_41_50_51","Laurentian-Acadian Shrub-Herbaceous Wetland Systems","Riparian",18,0,0,18,"Agriculture",9,"Ottawa National Forest",2
"799",9042,401,2726,180,40,"13622_41_50","Laurentian-Acadian Northern Pine(-Oak) Forest-Pine Dominated","Hardwood-Conifer",230,0,40,34,"Agriculture",9,"Ottawa National Forest",89
"800",9043,13,1561,132,40,"13022_41_50_51","Laurentian-Acadian Northern Hardwoods Forest-Hemlock","Hardwood",2040,0,0,2040,"Barren or Sparse",9,"Ottawa National Forest",3
"801",9044,15,2726,132,40,"13622_41_50","Laurentian-Acadian Northern Pine(-Oak) Forest-Pine Dominated","Hardwood-Conifer",230,0,40,34,"Barren or Sparse",9,"Ottawa National Forest",3
"802",9045,1,1568,2,40,"13651_40_41_50","Boreal White Spruce-Fir-Hardwood Forest-Inland","Conifer",250,1468,0,213,"B",9,"Ottawa National Forest",0
"803",9046,7,1586,1,40,"14940_41_50_51","Laurentian-Acadian Shrub-Herbaceous Wetland Systems","Riparian",18,0,0,18,"A",9,"Ottawa National Forest",2
"804",9047,66,1573,3,40,"14072_41_50_51","Laurentian Pine-Oak Barrens-Jack Pine","Conifer",25,46,18,8,"C",9,"Ottawa National Forest",15
"805",9048,7,1573,120,40,"14072_41_50_51","Laurentian Pine-Oak Barrens-Jack Pine","Conifer",25,46,18,8,"Developed",9,"Ottawa National Forest",2
"806",9049,352,1576,6,51,"14210_31_38_42_43_44_50_51","Central Tallgrass Prairie","Grassland",4,0,0,4,"UN",9,"Chequamegon-Nicolet National Forest",78
"807",9050,43837,1580,3,51,"14750_41_50_51_63_64_65_66","Laurentian-Acadian Floodplain Systems","Riparian",0,435,68,59,"C",9,"Chequamegon-Nicolet National Forest",9749
"808",9051,32625,1580,6,51,"14750_41_50_51_63_64_65_66","Laurentian-Acadian Floodplain Systems","Riparian",0,435,68,59,"UN",9,"Chequamegon-Nicolet National Forest",7256
"809",9052,2020,1580,2,51,"14750_41_50_51_63_64_65_66","Laurentian-Acadian Floodplain Systems","Riparian",0,435,68,59,"B",9,"Chequamegon-Nicolet National Forest",449
"810",9053,539,1580,7,51,"14750_41_50_51_63_64_65_66","Laurentian-Acadian Floodplain Systems","Riparian",0,435,68,59,"UE",9,"Chequamegon-Nicolet National Forest",120
"811",9054,816,1580,120,51,"14750_41_50_51_63_64_65_66","Laurentian-Acadian Floodplain Systems","Riparian",0,435,68,59,"Developed",9,"Chequamegon-Nicolet National Forest",181
"812",9055,5,1564,5,51,"13110_50","North-Central Interior Dry Oak Forest and Woodland","Hardwood",104,98,19,14,"E",9,"Chequamegon-Nicolet National Forest",1
"813",9056,8,1564,4,51,"13110_50","North-Central Interior Dry Oak Forest and Woodland","Hardwood",104,98,19,14,"D",9,"Chequamegon-Nicolet National Forest",2
"814",9057,713,2726,180,51,"13622_41_50","Laurentian-Acadian Northern Pine(-Oak) Forest-Pine Dominated","Hardwood-Conifer",230,0,40,34,"Agriculture",9,"Chequamegon-Nicolet National Forest",159
"815",9058,113,1561,132,51,"13022_41_50_51","Laurentian-Acadian Northern Hardwoods Forest-Hemlock","Hardwood",2040,0,0,2040,"Barren or Sparse",9,"Chequamegon-Nicolet National Forest",25
"816",9059,140,1586,180,51,"14940_41_50_51","Laurentian-Acadian Shrub-Herbaceous Wetland Systems","Riparian",18,0,0,18,"Agriculture",9,"Chequamegon-Nicolet National Forest",31
"817",9060,542,1583,180,51,"14810_41_50_51_63","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","Riparian",989,0,0,989,"Agriculture",9,"Chequamegon-Nicolet National Forest",121
"818",9061,1,31,132,51,"0","Barren-Rock/Sand/Clay","Barren-Rock/Sand/Clay",0,0,0,0,"Barren or Sparse",9,"Chequamegon-Nicolet National Forest",0
"819",9062,2,1624,2,40,"13652_51","Boreal White Spruce-Fir-Hardwood Forest-Coastal","Conifer",872,1306,0,523,"B",9,"Ottawa National Forest",0
